lecture video A index,lecture video A title,lecture video A site,lecture video B index,lecture video B title,lecture video B site,vote result
14,functions as rules with domain range and graph,https://www.coursera.org/learn/introduction-to-calculus/lecture/IxW5B/functions-as-rules-with-domain-range-and-graph,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,1
15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,23,inverse circular functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/pXOoI/inverse-circular-functions,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,32,finding derivatives from first principles,https://www.coursera.org/learn/introduction-to-calculus/lecture/X7LW7/finding-derivatives-from-first-principles,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,33,leibniz notation,https://www.coursera.org/learn/introduction-to-calculus/lecture/sDyEj/leibniz-notation,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,38,sign diagrams,https://www.coursera.org/learn/introduction-to-calculus/lecture/mZV4W/sign-diagrams,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,45,applications of the product rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/zqKnl/applications-of-the-product-rule,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,48,optimisation,https://www.coursera.org/learn/introduction-to-calculus/lecture/YnG2t/optimisation,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,52,areas bounded by curves,https://www.coursera.org/learn/introduction-to-calculus/lecture/g5SNw/areas-bounded-by-curves,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,54,the fundamental theorem of calculus and indefinite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/WX1hh/the-fundamental-theorem-of-calculus-and-indefinite-integrals,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,1
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,1
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,1
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,1
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,1
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,1
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,1
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,1
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,abandon
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
19,the logarithmic function,https://www.coursera.org/learn/introduction-to-calculus/lecture/CYiY7/the-logarithmic-function,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,abandon
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,1
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,abandon
